group,q,r,s,t,u,v,w,x,z
c,1.2039317835588008,0.4957629283890128,0.15057360257176047,-0.2094874055131446,1.3238575017831107,-0.49192304002436754,-1.0751956794232216,1.243865487959785,0.5190557037119381
a,2.5752370404079556,NA,1.8259725515980783,-1.102334995561869,-0.27391260386307614,-0.38515964128395386,-0.5837359032449791,0.13381060721704677,-0.21817215127533088
c,0.2732696305029094,0.5251192676369101,0.31156981102871006,-1.079102545355764,-0.83816073583503,-0.839267979348608,0.09312620720195353,-0.5992976487947917,0.5197718653922121
c,1.442365636350587,NA,0.7127585321906627,0.9073401087812917,-0.5922847612140602,0.07917802591691883,-0.2616960398492321,3.2405772532124004,0.7846647656290793
a,0.9245464804116637,NA,-0.20832235511846778,-0.534342744343348,-0.2416691936708684,-0.611348122353322,0.8918510426728679,-0.7783574679685759,0.15856737893895323
c,0.4736087678465992,NA,0.583869150562732,-0.08308285000050816,0.2764740327036656,-0.7837637838438564,0.639460836594243,0.562094587287177,1.0381681784894157
g,2.895991471828893,NA,-1.1196097275837964,0.949562821668412,0.7679361565737526,-0.3394831743858837,0.3588500338608418,-0.8040073307306822,1.082789951476288
c,0.13482759590260684,0.9633152298629284,-0.6357989020316812,2.061564718689262,0.6731496496768518,0.1617601139507458,0.08158300448599852,0.8314599383195959,0.6600520717678737
f,0.22037285822443664,NA,0.637914668207153,0.2762876116380101,0.07838336623941722,-0.34384443211726334,-0.6997751483221999,-1.0737057639734335,0.8439003594222991
e,0.9632178875617683,0.184008578537032,-0.9014742521631616,-0.8674185311971045,-0.6330865021955716,-0.4389516599777594,0.6827986729334162,-0.11481504095269013,-0.570468938718893
g,0.040907891700044274,0.2841004312504083,1.3518629978297538,0.21430154067883567,0.46073846234456517,0.4530601489378407,-0.23798262839064904,0.5913138736176009,2.247785293312078
f,0.4608913119882345,0.0032627556938678026,-0.8769770452400436,0.14037628024550047,-0.4735912050905978,-0.2725639387288185,-0.05833561447745339,-1.6570014672768743,-0.6104588497263583
e,2.547370058717206,NA,0.06893718989952652,-0.4034831411438747,-0.3439124620482105,-0.11496481106415332,-0.2852733599841084,1.917721744715551,1.1989545485297806
b,0.14074863027781248,0.9845730219967663,-0.9945241177577858,-0.1004598858910763,0.15123259834489808,0.3481917999049279,0.40501570259674546,-0.07980763559093568,-0.055680995991646616
a,2.3539006146602333,NA,0.8903654908971121,0.21106466568471105,-0.08071782910694193,0.4475891757563587,0.040552773893550595,1.4205390186965936,-0.009146241422656964
b,1.0077196892816573,NA,1.328989736585444,0.3021199040148537,0.17822985610899528,0.4154227299880129,-0.6681772140476677,1.0403242721714132,-0.4389977087610953
f,1.625646066153422,NA,-0.13301134170898704,0.7091411151607205,-0.19304828029010024,0.2716208595754207,-0.8282015350292844,0.31361570179816783,1.300280441403457
e,0.35726493573747575,NA,1.0075064420773612,-1.7586210358190832,0.8770317653167721,-0.3010374862563574,-0.5698531993644842,0.6402797735038358,1.5696626114768262
f,2.060844889143482,NA,0.7824713387727693,0.47555400751878274,-0.9430850560033286,0.2855577530349489,0.48286766358311,1.4919496375413328,0.3450647199873176
b,2.796359696891159,NA,-0.1763432643831298,0.07883826217222371,-0.666949862510669,0.02556045580032354,0.350561334271043,-2.000819802342394,-1.705647485980567
a,0.5695905787870288,0.07771454588510096,0.7137491898053717,0.8884733738401839,-0.2907694215534326,-0.22240928324987908,-0.5586188236389723,1.362429175274261,-0.3408340198502494
e,2.599207099992782,NA,1.050364058609436,-2.110688657408203,-0.08983505707439235,-1.0372097670700007,0.3862306481480404,1.8314333056581809,-0.39444783622726204
c,2.0078770068939775,NA,-0.4181057986248822,0.19210619263203327,0.09537446255022886,0.023488497126703284,0.25440317682229474,0.983025416743004,2.1887395479951954
a,2.0662480720784515,NA,0.9205454076535788,1.8400345374657887,0.26732242314959465,0.4468494354943212,-0.8512789213793435,0.4845750229072676,1.2371460465088224
g,0.045384953962638974,NA,-0.4291633917229026,-0.41673385042288696,0.061179795061755415,-0.8412340929190758,-0.5549113098939318,1.1004267486140378,0.6266808513423989
a,2.525804501026869,NA,-0.05796927726642749,-0.48622928768103335,-0.55394353119477,-0.27546667320506096,-1.2770169734837296,-0.5865808015612238,-0.36452640991684704
c,1.434850238263607,NA,-0.6695203398775215,-0.075080086489436,-0.47761833366054596,-0.03783977476860441,0.06568571494504026,0.4144186151552886,-1.003747284823854
b,0.5461660735309124,0.5798218394629657,-0.7340207553179664,1.0347946886453472,0.11742089056027855,0.14447791311312574,0.5274097074700361,-1.1124002517270162,-0.024911284811316436
e,2.0599717267323285,NA,-0.6207384427520095,-0.34787138378144655,-0.1502493561148777,-0.424591589500148,-0.714836776427373,0.5467747348800253,0.5176487129033521
e,0.6233420942444354,0.8197120933327824,-0.8206676759100436,0.3221258728299292,-0.0498913151737269,-0.03593119892485844,0.6211764630171897,-0.2333721681653702,0.12611942691686118
b,1.5618546267505735,NA,0.6168506367562312,1.0165709987840936,-0.6450768814542528,0.9111514172809656,-0.2062468414929003,1.6008037210541577,-0.3691453952498315
e,2.39499941887334,NA,-0.7262969181699994,0.21851271191219204,-0.047715451218706365,-0.37533485336759165,-0.412991858271025,0.6306065064923128,-0.026848095170280056
c,2.8245353617239743,NA,-1.1233609929274155,0.1925275755359642,0.2614001475545682,-0.14858879200992997,0.03770657789906813,-0.9179174188087116,-0.7777412173566347
g,1.8053194424137473,NA,0.7209376334388372,0.39267165453299724,0.059839059233303946,1.3137717121651218,0.1260676204195986,0.7605499772789331,0.42099610188356895
a,2.421540441457182,NA,0.25905015334717935,1.3547436745160895,1.1165862370138728,1.2004570021066838,-0.02047690598764143,0.08635687686629868,1.2434020308527094
f,2.7808623695746064,NA,-0.722062831444472,1.5601563915180792,0.836339190461612,0.48054732344641654,-0.3413519400818949,-0.7219658183289388,1.1726558859610394
a,0.022388302255421877,0.4055502824485302,-0.8645815409894559,-0.3283665299171581,-0.35921761511220995,0.2367864277252798,0.762266916843911,-0.46075492532294926,-0.6444543691979434
g,2.892640695674345,NA,1.1578897242437032,-1.8381651401344203,-0.2986976108476304,-0.09445558819721211,-0.5122453790196931,1.8848499730176504,0.06881305550647565
b,0.2574558437336236,0.4781797775067389,-0.3080203979613688,-1.456407948007121,0.3119951715798987,-0.37938557632894504,-0.06440898897637727,-0.7916570256623379,0.036286024563592034
f,2.2373893107287586,NA,1.7375212351042288,-0.06319162805372056,1.2729874458868233,0.6133067854713725,-0.06962178375420533,1.414772686443853,0.24634364234064146
e,1.3895371451508254,NA,1.0315753693614629,-1.107011602437483,-0.38267102234563827,-0.6847898528031862,-0.03025281242878078,1.8219913762223594,1.378182019846428
b,2.6200003302656114,NA,0.2645676998858586,-0.06296466108279261,0.5483268204462968,0.5201467018331691,-0.6580595218789949,0.1792853339512347,-0.4264862481687578
c,0.22191015724092722,0.7583853956311941,-0.8191802869956281,1.2172385386281432,-0.41117356080208395,1.3200042949200843,0.14088639871311506,0.700855137712868,0.5078558106805641
a,0.917449141619727,NA,1.3214242383527763,0.446391201929036,0.08522358673393005,0.3226676416945742,0.4091645954837172,1.0501632313860705,1.3493206859157036
b,1.17697350285016,NA,-0.32450524601104247,0.8716987719058744,0.37201507493222413,0.26398837795475966,-0.32471633585461557,1.101432279798236,-0.34171763269459277
a,2.835812843637541,NA,0.1597126603947081,-1.4478202404726763,-0.43660665495611034,-0.8108350738707248,-0.7982890611412204,1.0879638788055523,-0.011220211308345662
e,2.271131470799446,NA,0.25569824975645206,-0.10053176110491611,0.31079400561676557,-0.46724463835089375,-1.2360271708689838,0.536105791183161,0.8493179677331115
b,0.5819930399302393,0.48903822153806686,0.6417459951342273,2.543452921198261,-1.120240898179832,0.976751754659448,0.1605735683847361,0.08807642200731135,-0.4014964046089443
e,2.749466424342245,NA,-0.8293752216471649,-0.2559796221010219,0.19985345992433975,-0.3950354480840898,0.5668967683749175,-0.29556121526518486,0.3039851605868418
f,1.5770224041771144,NA,-0.09817559089848937,0.8361383948452955,-0.7670850197007413,0.12164875102892164,0.2630683947485294,0.5940718701944616,0.42779245400746607
g,1.0019083363004029,NA,-0.18299389859109505,-1.0959539409453642,-0.29001206914170213,0.7124685557793504,0.2536680681983328,1.1995880180923857,-1.3681681197256086
e,0.7742796179372817,0.014329623198136687,-0.7899809154441566,-1.0554791766929725,0.2850906945955033,-0.15234413387555035,-0.06664027298011999,1.1522393482896964,0.40852586582491834
f,0.7354093564208597,NA,-0.0033163938553281147,-0.6075261128979932,-0.5796364991802914,-0.9788174419785605,-0.38911822269232293,-0.139473422118518,-0.3277335450471045
a,2.5006065191701055,NA,0.2499881608490874,-0.3556436314667941,-0.2636237224059042,-0.1757602300214806,-0.5219276939211712,1.6854015545084025,0.549163482609141
b,2.544459293363616,NA,1.3252918483179859,1.8523416859999315,-0.9139774379221808,0.8549171523274632,0.6750119084588613,1.3902512035256451,-0.7209872684856551
c,1.332164968829602,NA,0.43901777907236283,0.22918534624170933,-1.0514731801271595,0.5622483012455495,0.9120340793691188,-0.1672496802089486,-0.8218918714386314
f,2.1357509535737336,NA,-0.046563682396315476,0.6857829048806484,-0.3221502964203154,-0.7896253175599327,-0.24085519955253137,1.8310208770930116,1.4019919050629337
g,0.6415433844085783,0.6232560316566378,-0.05464922029198732,-0.5066172719418087,-0.18838263175238595,-0.8327552250594726,-0.48265800096396555,1.5379917676507662,0.16844403502449598
c,0.8587648761458695,0.8252662576269358,1.6353828303863591,0.7563745645581716,-0.28647041807808366,0.5260078613394111,-0.6591936415203625,-0.17407939223991425,-0.5090538256459618
g,0.960338982520625,0.10336342314258218,-1.2715925371978338,-1.4754427631098168,-0.390343618245771,0.48244292436433983,0.22922631402420557,0.17352347931770096,-0.5414233580797558
c,0.17072680313140154,NA,-1.4447076465907098,0.10157725243106114,-0.15882768463638297,0.15817129092298476,-0.37994506422137464,-0.9362532106112678,0.3093641936867063
f,1.1588085908442736,0.5000738827511668,0.14989714409136234,0.7661025709175783,0.8346826278745789,0.6316399062988092,0.07148052391501863,0.4622369409673518,1.4981234838320066
b,1.9891383403446525,NA,-0.10699526315806218,3.215038580288691,0.38077390484805523,0.9022806662320108,0.7594629359376186,-0.8003165823063967,-0.02361623899245141
c,0.9544905927032232,NA,-1.1480367974759629,-1.4649831622301792,0.385184869872114,0.04453358974093563,-0.2857187321490558,-1.7578084451286904,0.27910091369528794
c,1.987496173940599,NA,0.26782935082596093,-0.9824247958186882,0.5021540193873305,-0.5853262639382403,-0.27831117921012505,0.6551142905434266,0.12595551834106172
f,1.3852995322085917,0.14385568676516414,1.4818347764886948,-0.1745656244550535,0.7573494410384602,0.26003728036798496,1.2336849249108792,2.3941836348345906,1.379816583512858
c,1.4356510578654706,NA,-0.23826739949110814,0.3980292046573595,0.306763669228108,0.24718389215267086,0.7183812727005923,-1.752498451001865,0.12912302301553075
f,1.8583908090367913,NA,-0.12684509382666276,-0.9223286973966018,-1.2636684938758571,-0.644473717124506,-0.6125114555572884,1.0500765251374293,-0.9920076792399115
f,0.8903017889242619,NA,-0.20313336051229466,-0.5364655963339012,0.35403589268743035,0.04590504441717799,-1.1585347675635607,-0.8731333816424061,0.007664334324806205
e,0.7231951514258981,0.13775293272919953,0.4420252502031674,-8.471960995104924e-4,0.6999780795844001,-0.9515833297793527,1.2121505820586749,1.4496662912164826,1.8231565117188369
b,0.9400815088301897,0.3689420958980918,1.5740297306455822,-0.6619970223911021,0.902144658675128,-0.3679780425800472,-0.10553473072876234,1.599986396171129,0.40615531717911335
c,0.6222677661571652,0.9889483847655356,1.1872575820375966,-0.607233628635737,-0.3539140429028409,0.7759961355902135,-0.5943667222436934,2.576470661034685,0.5730331188604958
g,0.27626810129731894,0.5569376065395772,-0.5306305247901875,0.19728876501178186,-0.670057832326183,0.42125536612460285,0.41685332931083846,-0.14359946535420787,0.14240325700171103
b,0.9715452175587416,NA,-0.6643463995365201,-0.9748782289597067,-0.45646609965411433,-0.5755773682667172,-0.5371458930753685,-0.14547317401820442,0.47757605024909905
c,2.0913087960798293,NA,0.06233704778988271,-0.4128780293099996,-0.5441129082379372,0.08255274366611128,0.6188411837396444,0.5684313491527642,-0.7205289269906876
e,2.5068287746980786,NA,-0.04154308339223767,-0.5179841829727866,1.7036303027724327,-0.1324096955605107,-0.5040999410986762,-1.809843642046638,-0.045007889205906704
a,1.0042140476871282,NA,-0.6696883442857561,1.2066779671873593,0.4435110831245113,0.014326648381126517,0.2346964261144098,-0.766867621823049,0.04720289518619758
a,0.461447169771418,0.2981011199299246,1.0799884755097815,0.9377627928462352,0.7022357051400241,0.6099476811255893,0.10536564930868625,0.6754092229197337,1.2332740577543444
c,0.5915170556399971,0.9141924644354731,1.558939821243172,-0.08962416910154214,0.45954295429244063,0.12637195821482153,-0.5393745587559924,2.8701427485371473,0.300519244382661
g,0.8247243559453636,NA,0.36098697791009093,1.5672655321832558,1.1596982884752267,-0.4212490042963682,-1.0577516866913752,-1.0886843605542995,0.2742813408424335
e,0.955216693226248,0.7502241278998554,1.3916850501224334,-0.1852899028886974,0.7010656944711287,0.4492016095942195,0.21932648438022856,1.4788674266117168,0.7701782496586179
b,2.4903974526096135,NA,-0.570785237263504,-0.6534271667056154,-0.19024246898931696,-0.7390289653132521,0.7494372342733482,0.9667278926518603,2.3476504907128497
e,1.9393663059454411,NA,2.0191109450538676,0.39035072413832694,0.14269361570186628,-0.22469295292512181,0.9175335707357877,0.12851108945234807,0.24916350896734984
e,2.944317748071626,NA,0.3260067482635363,-0.18465479466858187,0.10506306577077659,-0.5550937907509952,0.23093725800624973,-1.1219980787217179,-0.4662225460068055
f,0.7681704007554799,0.0732991136610508,-0.30445990695465286,2.578339794412828,-0.022647173778254093,1.7680117117618432,0.2580328640399553,0.43614578400019866,0.019382799982934684
c,2.2177954155486077,NA,-0.8629849189459886,1.161134631411737,-0.033640213145091843,0.8373501829443731,1.5411408644005067,1.3501068948661155,0.20868831975884372
a,1.751069337129593,NA,0.3033952936763503,-0.29047095255476213,-0.4668567565140004,-0.8950275144416897,-0.3709743664224072,0.9144305188937014,-0.025829978000745157
e,2.3460420991759747,NA,-0.4991645089047987,1.9913962601845565,0.45402092574533404,0.008403382957007044,0.323342800766005,0.6983840199703009,0.4216148272033677
a,2.194450608920306,NA,0.0659922825837887,0.0011995126581681576,1.2432393974529823,0.6482162476704788,0.08755831078799214,1.3913585906612873,1.727381639315572
e,1.5966066936962306,NA,-0.3551257594944265,0.5431496826764335,0.6759255087176045,0.476926053700902,0.08222158063293042,-0.5129666588164703,0.35305871065699734
b,1.6487041593063623,NA,-0.3025046989323501,-0.04570107574798231,-0.9196199307377675,0.3010039530934561,-1.5145402386712126,-2.1130393467787822,-0.6012934756581665
e,0.7559226737357676,0.09767870209179819,-0.09031064028322752,-0.27131342263416425,-0.4863427842043079,-0.14186101021681008,-0.8289905373263622,-0.42733785050702755,0.2505236529287559
b,0.41818323195911944,0.1724746839608997,0.7260790635578509,-0.16645954462432266,0.27235111861801875,0.2657915866463212,-0.8112099547577908,3.8679257271881764,1.4075265718655476
g,1.6102944889571518,0.6961468684021384,-0.24009951738350316,-0.8536578066642678,-0.37491558754078114,-0.3737759324735546,1.2566976339223233,1.3635103490806528,0.26429755369951746
e,2.1081385526340455,NA,0.8882573402536723,0.3754089505906232,0.07920969679550666,-0.19560180436077984,0.8342814142834276,2.370499216346685,1.278957124520992
e,2.113790404982865,NA,0.6976343021683737,0.2870843953783328,-0.043386933240992576,0.2766022311941847,0.20225291058237274,1.389269927896326,0.6778182604679005
e,1.307191053405404,NA,-0.6594733166748923,-0.4269632265921959,-0.5500201198779173,0.6154634133368002,-0.1227482508221552,0.2197786028923007,0.20627811100738955
g,2.92939399369061,NA,0.09839512811318332,0.8106913117794381,-0.2502433946230086,1.001933498585443,0.17420072975368256,0.3461669588851463,-0.3066311371693024
g,1.5496730406302959,NA,0.3061799007931173,0.7721855330947233,-0.03906087496498259,0.4794889565644834,0.10957781755238219,-0.49127961872827164,0.3452226706973014
c,1.5362189991865307,NA,1.6908500862500264,-2.376469209372304,-0.566211582620187,-0.5073234340540486,-1.7519378073452647,0.26962325716497093,-0.2373429342970366
g,0.9558972080703825,0.9688253137283027,0.9284607773415656,0.8119380678753559,0.4838662661537446,-0.391895001433343,-0.2587235113899403,2.6331086455010015,1.0011896936915765
c,2.2230386417359114,NA,-0.3356838387197301,0.9544002620935439,-1.022235853849902,0.9862693563701386,0.026526801759947788,1.0641909609647915,-1.8032282610786081
a,1.9138565480243415,NA,-1.0858711742505003,1.3462564774546086,-0.4874653710716027,0.07953770611428246,-0.49247977291152684,-0.5963779762818361,0.9520360129334917
c,2.8208800514694303,NA,-0.9862428068552122,0.6486582496284788,0.3014935126443127,1.3532842314227393,2.0684344503052787,-0.9667061900717768,0.347818374121025
c,1.9856932810507715,NA,0.8838767658486668,-1.423713735170901,-0.6745277934276135,-0.3942459007862761,-0.0024868118870680217,0.20089694085166276,0.9312523547727578
c,2.0074874132405967,NA,1.1652752524318788,-0.9748113634245139,0.49706424219365436,0.1624602565049828,0.056294835131654425,-0.01903343469514468,-0.19677506424782043
a,0.22397774504497647,0.8067713058553636,0.20748468646327128,-0.22272157597786063,0.5100047858129259,-0.4204601105162858,0.7283683607111994,-0.3689822914252847,0.8038028156381765
g,2.881103378953412,NA,0.44106957419328585,-1.116210165514682,-1.4444485493203212,-0.2904011292188393,0.37866163709227013,-1.6984692588972345,-1.479349810502505
a,1.28718116087839,NA,-0.35333200126341213,-0.6708339682862976,-0.47624239647786076,-0.6220413169191092,1.1862675286820734,-0.6242511409253936,-0.27266271500657124
e,1.5767111764289439,NA,0.3814475535427424,-0.27811577806465815,0.8541468589738742,0.06133262595658856,-0.7555314010709009,-0.22200997697084368,1.0428442447099153
g,1.5172450616955757,NA,-0.41571686106920736,-1.7940483984359752,-0.46583690682653306,-0.04304810836210421,-0.2347956105395639,0.4871152097026381,-0.5355150783974582
c,1.2943471076432616,NA,0.538283528589614,-0.32981419357815095,0.19265516597784793,-0.05978266026580581,0.40465655118867416,0.5211179318847544,-0.43546346995101803
f,0.29639521334320307,0.5508710101712495,1.045735324220746,-1.4716360435204048,-0.5474750594428909,-0.05288956483884438,-0.08827378471576426,1.0841190324983436,0.3102595047441909
b,0.6687472576741129,NA,2.2363535901184197,-0.31133876652292847,0.27850566367993634,0.2659374744680135,0.3594156957971777,1.0418635661680766,0.6759976399607808
a,0.6062350657302886,0.9137264227028936,-0.1070141321837168,-1.708141889473553,0.7791040853417124,-0.3356921727208435,0.6863480338986938,0.8677805596419401,1.7856961935471585
c,1.4576133289374411,NA,-1.4601865699809027,0.025721674277902628,-0.23626717372340034,0.7060382661915474,0.02935478044458875,0.044468869065349026,-0.6786612012697607
b,0.8406607280485332,NA,0.03309494428905945,-0.6472460883514537,-0.3416324794898858,0.1760122963131203,0.9094797837297471,0.34535519482414967,0.24002328705077178
e,2.6052864545490593,NA,0.31702837363039915,0.40749737351096704,-0.05707361701140995,-2.1299808128022457e-4,-0.14370971049135894,0.5033873630472411,-0.5803527057816378
a,1.5269898525439203,NA,-0.10139955699036542,-1.4562988154735896,-1.0753287447282223,-0.5861453817269842,0.14625611196882496,-0.4471215402801769,-0.8252236877935566
b,1.0331163208466023,NA,0.3927796590780792,-0.9806002295418498,-0.8919709237041934,-0.5685299476259102,0.3804037761545287,-0.04011293820786274,0.4478313466613648
f,0.28697877936065197,0.769152692751959,-0.4760729327465506,0.7656337417560309,0.27939823036508127,-0.6083778539848677,-1.6130545754929975,-1.5807124672853283,-0.3949249376326544
g,2.966612260323018,NA,0.7118896594297146,0.0439591896460988,0.733879546331621,-0.4872617547320835,-0.39717571244382527,1.1081998502119785,-0.39735171769255395
e,0.7095543975010514,NA,-0.02625866590678618,1.6105519142720068,0.42059654250617706,0.6459240968292363,0.36573228770128324,-0.1939910697207644,-0.5425045242514247
c,0.5574322280008346,0.7479340229183435,-1.0464940631523563,1.3108856428045736,1.2887884470003694,0.6982864315862856,-0.61574694560068,-0.6403097318866829,-0.36981778007764043
c,2.398528160294518,NA,0.6805217013217651,-0.7053722547074298,-0.3289896353143618,-1.1255743730401149,-1.176495423903028,1.4093762739176623,-0.17503825749929558
c,0.844638189766556,0.59925965545699,0.03400391851749435,-0.48135262224704983,0.32668413259835816,0.18426421323948713,-0.30793841065803895,-0.9981169018851614,-1.3180774551915477
a,1.322097952477634,NA,0.517196714569959,-0.11105004819197085,-1.6205832900475023,0.11812661021682111,0.04935043246542241,-0.7727561923098111,-0.8029834572129148
e,0.9813557455781847,0.16016107145696878,1.2484686668142682,-0.08793034583997955,0.13003633858400582,-0.4754534116390093,-0.04822202193401617,-0.10390585552928544,-0.6719674613620613
a,2.457135231932625,NA,1.1660661646784751,-0.3772833636751541,-0.32920947627561215,-0.027317624807758165,1.3390428431186745,0.3327670232676364,0.3952456292494878
b,0.6394834297243506,NA,0.28721177489272204,-1.7046255843637101,-0.09304586766195777,-0.39674954215353175,-0.3089564315763474,1.0478149337030962,0.48331910268570283
f,1.8808629477862269,NA,-0.8325650688183881,1.4302808378883172,0.6746412788753702,0.2817935776016447,-0.013513677798736988,-1.2272167552005382,-0.20097991936939902
e,0.8510301543865353,0.658126083901152,0.4942904989507591,1.1036825811065851,0.6614276875203875,-0.1790870120911649,0.5240087114774086,0.003119701068314218,1.31519032351359
b,2.920439279638231,NA,-1.1581377620154842,1.633179062849424,0.3237985525812734,0.3127567221422789,-0.04111414209853369,-0.10153684256886764,-1.2290585542022323
c,2.519414041657001,NA,0.915105804133248,-1.0178785476736656,-1.2865603575635638,-0.6790575278143139,-0.2633496041943474,1.3582651891299036,-0.1980792809223706
a,1.1268003343138844,NA,-2.161371917383302,0.45659091312404837,0.31852968132819665,-0.2805175922990929,0.6080137911090852,0.07202685806963016,0.6047226578098065
e,2.0908220952842385,NA,0.641470531813824,-1.0570883110090583,-0.008446310464480689,0.31254249002425816,-0.9753358592784362,0.4186999886344169,0.4879795026043144
e,1.2870520963333547,0.4094879648182541,1.442969819907791,-0.5226963484875895,-1.5025707453350885,0.15552287097848658,-0.5729438151690349,2.4861070041054463,0.07143424695353329
a,2.056479727383703,NA,-1.28028748120953,-0.4044017971650101,0.3519120156759007,-0.47081972942155786,-0.06468940320462957,-0.15750395205541803,-0.788230187716029
f,0.22446420625783503,0.617007204098627,0.9828305702873967,0.3178774914713679,0.8741673517422202,1.6872299984156245,-0.016088096347674885,1.2741369976517234,0.3670867861161496
a,0.8380928530823439,NA,0.5745361430826275,-0.3503512269584339,1.0163760908537474,0.15446846076139498,-1.0966824414282117,0.74209553528783,-1.165160506907865
e,0.6836295453831553,0.21796279726549983,1.1561772816802707,0.15696836452163881,-0.5435051057931504,0.3601118980756378,0.36869397025236395,-0.17750038597117135,-1.011822332448468
e,2.0685171692166477,NA,0.12790123994481176,0.044835828188064905,-0.640700211675559,-0.19882803158272247,-0.1284137573168014,0.22785013547034083,-0.27730187426151004
c,1.6563151753507555,NA,-0.39290281610405037,0.628336457120044,1.8846155143448602,0.7958608724703529,-0.5815994889734928,-0.44058689057902867,-1.0041345218642446
c,2.1224553091451526,NA,1.3631203984623812,0.45682348445547205,-0.14906811746758059,-0.9010846945215879,0.5714657527720098,1.7928028892742547,0.8987061175829114
f,2.6476427293382585,NA,0.1957065663068686,-1.0749660879177756,-0.7931621434416265,0.14764749206550393,-0.9108423415296156,1.1710736640643136,0.30519824603181217
c,0.06114306254312396,0.9675503040198237,1.118736247872407,-0.6981765098297698,-0.6247685044841567,-0.9257725358531725,-0.18642333902387684,0.30905539186637243,0.18672935264650736
f,0.7446455005556345,0.6542543622199446,0.5574115321006706,-1.665113501344259,-0.09290398692068158,-0.3434881533597737,0.48409150071800405,1.6489737279094756,1.244412948073714
b,2.4620450092479587,NA,-0.2277746143182965,-0.18453726723120115,-0.11974680180237751,-0.19357074729571183,0.5906410226139833,0.17090213303650859,-0.6905674954603542
b,1.3159404275938869,0.34692492545582354,0.015142247599561731,0.33185426159647186,0.37069772684592905,0.2414323176644593,0.33707702140456597,1.8708333964871025,0.07927847331169025
f,0.3419446006882936,0.3279799772426486,0.33225893632789566,-1.3548356668414887,-0.1806191680990087,-0.14380046098477728,-0.437870279057289,2.6608751110511912,0.7788677747546433
f,0.3558831063564867,0.777618795633316,-0.9546144851202848,0.8735290077619272,0.5633332597402955,0.036829743267867004,0.32673908413910235,-0.01249481067532654,0.21260699075903813
e,2.465889736544341,NA,-1.0860041701198582,0.5567763943657766,0.7946177272610446,-0.023925641399295677,0.007889918740607248,-0.011532028080647572,-0.4057333638593006
g,1.9775412096641958,NA,0.5083261795098835,-0.039923813647441776,-0.5352643796076129,0.8433776508854598,0.7090243860326744,0.5941749655361479,-0.40591762260047076
e,2.474068353418261,NA,0.5275031604984908,1.0515921827720283,0.5386374527774973,0.2134824285496812,-0.2544020471076482,2.840805014171778,2.8379282885572703
e,0.11564549803733826,0.4215999667067081,0.729802242729553,-0.2407583111433339,1.3123836583982411,0.05082657882997803,0.731956587531214,0.4138407611616356,0.6696934689913403
a,2.0017136230599135,NA,-0.6019521354255306,-0.4132602817663105,-0.018672017272686886,0.013746558538185877,0.08591182623077182,0.7498286750868718,0.4583115165477558
c,2.5992030662018806,NA,-0.15381209747342217,-1.7832058686228975,0.2725831378827339,-0.13190426664426774,-1.134150400071376,-0.806374124504446,-0.2545523366277847
a,2.2439224887639284,NA,0.2721380367793722,0.49768629322567554,1.16369924675918,0.11165758311261462,-0.6831552830470489,-1.3534917473575012,0.1510239436443761
e,1.7552225079853088,NA,-0.9753802530714107,-0.9871064574588353,1.2821733000634834,0.40423832257834097,-0.2500569480699341,0.5243616688109571,0.5905945873928792
a,0.6374617950059474,NA,0.5143574222538229,0.46831158033321385,-0.48053780494233594,0.26453925052774163,0.27380837800027064,-0.8380017891938766,-1.13096797123704
e,2.189414866268635,NA,0.051208623121405214,-0.08127271064679854,0.008896908058788303,0.3483325234914626,-0.09936867768322147,0.5403252793600708,0.2230501209042854
b,2.992495014332235,NA,0.1585401553384604,0.37612105011103736,-0.3606571698704324,-0.4937013308825983,-0.3640255249204252,0.5661930051923036,0.2494890072856467
f,1.35573363234289,0.6566200884990394,2.1173944723452007,-0.10166173560211801,0.7776485294981806,5.66070736382103e-5,-0.19065577483165178,2.913650758753794,0.1632332352099043
c,0.17896580253727734,0.6089211371727288,1.52008346259698,0.6902571782246735,-0.009716837160601705,-0.09399313400586037,-0.08056251920586197,1.2137590488379892,-0.1813321527850147
e,1.0479373319540173,0.7258356616366655,-1.2677940516353419,-1.207284610430811,-1.293073468490213,-1.2657093827381434,0.2952870567043511,-0.7949975376245869,0.43779271136135334
c,0.15297865611501038,0.2553160204552114,-0.22994122510631476,-0.290402366347688,-0.35705678583454936,0.05996042943316787,-0.005400304536027228,-0.8830839939764104,0.5346538461429384
c,1.813938818173483,NA,0.1526025495863016,-1.1180076671146926,1.1468482555473853,-0.3267896512791769,-0.6405317841456875,0.6021202704053539,0.4091734829479659
c,0.018112011719495058,0.8422874328680336,0.9441234280550972,-1.4693764685906914,-0.39000891893789813,-0.7558125522132821,-0.3629076409281451,1.674866301515447,0.421923069543652
a,0.19692958099767566,0.4962732237763703,0.3736455746662955,0.45341875692227146,-1.5004664817055584,0.17416080050500862,-1.28089477673336,0.3464965388335644,-0.811516166235376
e,0.9486814183183014,0.37463048473000526,0.5497329321885883,0.3345482899719212,0.3751190998262811,0.30543291507255493,0.8703516249085499,1.0135373281842899,-1.0529861146497699
f,1.428662604186684,NA,0.1625359290328905,-1.316077843963334,-0.21453518206812272,-0.481990365334126,0.28035912641588373,2.641762746833156,0.2933787015032173
f,0.8438642991241068,0.13373079732991755,-0.6163924073482226,-0.46021854208990315,0.8442062370070593,-0.39615980790743766,0.5516688473564579,-0.6196454849894626,1.5922720260641214
